"","Sporangia.r1","Sporangia.r2","Zoospore.r1","Zoospore.r2"
"HPOL_002731-RA",28,22,13,39
"HPOL_002732-RA",251,132,62,332
"HPOL_002733-RA",392,90,105,261
"HPOL_005620-RA",474,167,168,421
"HPOL_004973-RA",509,264,226,821
"HPOL_004974-RA",10831,5546,5342,17063
"HPOL_004975-RA",250,102,142,573
"HPOL_001856-RA",87,23,25,92
"HPOL_005234-RA",72,19,22,120
"HPOL_001857-RA",2729,896,1038,3219
"HPOL_001858-RA",99,32,29,149
"HPOL_001859-RA",14684,6553,7047,20581
"HPOL_004769-RA",1423,679,609,2546
"HPOL_004770-RA",417,178,187,604
"HPOL_004854-RA",1510,702,637,2471
"HPOL_004855-RA",171,119,87,303
"HPOL_005619-RA",133,46,49,216
"HPOL_004544-RA",1050,396,391,1198
"HPOL_005623-RA",298,107,112,347
"HPOL_005232-RA",282,144,146,556
"HPOL_005624-RA",334,140,143,562
"HPOL_005625-RA",168,57,37,162
"HPOL_005626-RA",101,55,37,120
"HPOL_002734-RA",226,109,133,335
"HPOL_002735-RA",562,317,295,835
"HPOL_002736-RA",4806,2641,2295,8270
"HPOL_002737-RA",774,333,423,1294
"HPOL_005322-RA",298,80,97,392
"HPOL_005639-RA",32317.9251134076,17420.2208054111,14615.4129795552,62905.330291551
"HPOL_005640-RA",421,227,205,637
"HPOL_001828-RA",820,403,358,1425
"HPOL_005629-RA",200.467768805422,59,79,288
"HPOL_005630-RA",651,270,296,1019
"HPOL_005631-RA",114,30,62,135
"HPOL_005634-RA",108.870585359436,25.6877927291672,29.9498970740324,115.522141343954
"HPOL_005635-RA",2121,842,752,2871
"HPOL_005632-RA",129,50,63,135
"HPOL_005633-RA",169,64,70,136
"HPOL_003420-RA",48,25,48,88
"HPOL_003421-RA",45,28,44,119
"HPOL_003422-RA",155,60,89,283
"HPOL_001829-RA",2135,609,593,1598
"HPOL_003423-RA",334,160,156,476
"HPOL_001734-RA",237,90,104,370
"HPOL_001735-RA",510,270,270,656
"HPOL_001736-RA",420,202,224,640
"HPOL_005638-RA",166,57,148,470
"HPOL_002714-RA",82,48,83,347
"HPOL_002715-RA",1599,959,809,2632
"HPOL_002716-RA",727,169,171,486
"HPOL_002717-RA",647.144309570422,332.355626124779,208.175323174588,872.263032138021
"HPOL_005636-RA",159,97,130,457
"HPOL_001830-RA",532,260,344,1155
"HPOL_005637-RA",390,206,236,600
"HPOL_005641-RA",153.652572646558,42,41.9957346230708,117.535101103269
"HPOL_005646-RA",249,107,102,378
"HPOL_005642-RA",111,62,59,212
"HPOL_005643-RA",439,161,100,290
"HPOL_005644-RA",33,8,4,25
"HPOL_005645-RA",90,44,33,172
"HPOL_005243-RA",990,525,448,1341
"HPOL_005244-RA",348,151,151,538
"HPOL_005245-RA",14,6,9,13
"HPOL_001831-RA",8807,4615,4281,14304
"HPOL_005246-RA",24.3105649446375,2.61341893757415,6,8.9732947399135
"HPOL_004584-RA",103,24,28,69
"HPOL_004585-RA",1090,543,670,1871
"HPOL_004586-RA",249,137,102,493
"HPOL_005649-RA",510,219,551,2162
"HPOL_005650-RA",1293,583,413,1715
"HPOL_002766-RA",6667.1547813289,3418.77181355998,2563.90343028012,9948.97180353241
"HPOL_002767-RA",257,101,268,733
"HPOL_002768-RA",72,34,9,67
"HPOL_005651-RA",18,2,21,25
"HPOL_005235-RA",10896,5057,5382,15667
"HPOL_005652-RA",2032.8811986985,550,427,1327.73727429199
"HPOL_002723-RA",2451,1206,1141,4351
"HPOL_002724-RA",3680,1230,1099,3898
"HPOL_002725-RA",1228,681,521,1802
"HPOL_004911-RA",1565,765,509,2115
"HPOL_004912-RA",1116,463,577,1519
"HPOL_004913-RA",21250,9362,14260,40725
"HPOL_005653-RA",4293,1993,1946,6330
"HPOL_005655-RA",0,0,0,3
"HPOL_004796-RA",1146,581,441,1922
"HPOL_005236-RA",222,135,120,461
"HPOL_004797-RA",22,9,19,22
"HPOL_004798-RA",19,13,5,31
"HPOL_004799-RA",30,11,29,74
"HPOL_005668-RA",109,66,171,405
"HPOL_005121-RA",312,151,135,565
"HPOL_005122-RA",124.865356762696,62.1646159080203,29.9900287226213,211.048045693848
"HPOL_005656-RA",644,297,359,1121
"HPOL_001666-RA",126,66,81,223
"HPOL_001667-RA",236,137,99,310
"HPOL_001668-RA",1821,837,748,2925
"HPOL_005237-RA",355,172,146,562
"HPOL_001669-RA",519,264,331,855
"HPOL_005660-RA",413,141,85,512
"HPOL_005661-RA",639,250,214,771
"HPOL_002726-RA",2084,949,1025,3689
"HPOL_002727-RA",72,26,31,95
"HPOL_002728-RA",119,53,101,173
"HPOL_002729-RA",263,135,133,427
"HPOL_002730-RA",14419,5396,6677,19790
"HPOL_005662-RA",444,189,84,519
"HPOL_005663-RA",330,117,59,259
"HPOL_005238-RA",1358,660,560,1843
"HPOL_005081-RA",175,69,51,207
"HPOL_005082-RA",114,40,25,125
"HPOL_005665-RA",421,214,175,741
"HPOL_005666-RA",746,412,524,1865
"HPOL_005667-RA",128,72,70,199
"HPOL_005675-RA",387,178,94,475
"HPOL_005676-RA",565,225,261,738
"HPOL_004497-RA",1334,524,553,1637
"HPOL_004498-RA",659,264,279,862
"HPOL_005677-RA",3186,1616,1382,4727
"HPOL_005239-RA",1503,656,213,496.433316176023
"HPOL_003726-RA",871,441,398,1336
"HPOL_003727-RA",3642,1738,2693,9158
"HPOL_002743-RA",190,61,33,188
"HPOL_002744-RA",2904,1408,1795,5307
"HPOL_002745-RA",684,174,161,449
"HPOL_005679-RA",390,152,41,366
"HPOL_005669-RA",157,54,66,265
"HPOL_005670-RA",419,169,196,800
"HPOL_005671-RA",116,51,47,160
"HPOL_005672-RA",58,41,79,164
"HPOL_005240-RA",1229,321,370,816
"HPOL_001496-RA",438,127,227,600
"HPOL_001497-RA",981,469,802,2199
"HPOL_001498-RA",252,64,94,205
"HPOL_001499-RA",365,172,194,514
"HPOL_001500-RA",2804,1291,1171,3874
"HPOL_005678-RA",174,68,112,454
"HPOL_000821-RA",82,32,31,128
"HPOL_000822-RA",247,137,96,352
"HPOL_000823-RA",203,85,72,337
"HPOL_000824-RA",792,440,379,1105
"HPOL_002931-RA",71,5,34,52
"HPOL_000825-RA",15,11,6,13
"HPOL_000826-RA",1944,808,843,3232
"HPOL_000827-RA",379,183,91,664
"HPOL_001380-RA",293,113,99,376
"HPOL_001381-RA",253,106,144,308
"HPOL_001382-RA",675,242,390,826
"HPOL_001383-RA",171,88,65,349
"HPOL_004939-RA",57.4148479239478,10.6897066264444,16.8377299995419,30.5671117973688
"HPOL_004940-RA",557,205,162,507
"HPOL_004941-RA",1002,515,343,1522
"HPOL_002932-RA",129,53,59,177
"HPOL_005674-RA",2165,1002,1049,3812
"HPOL_002738-RA",158,55,54,232
"HPOL_002739-RA",1222,562,488,1240
"HPOL_002740-RA",57,16,39,81
"HPOL_002741-RA",875,494,374,1349
"HPOL_002742-RA",209,99,195,637
"HPOL_005695-RA",5407,2729,2166,7898
"HPOL_002322-RA",412.532883152348,100.088885728751,88.6741342362589,270.418905774858
"HPOL_002323-RA",1484,712,649,2273
"HPOL_002324-RA",677,450,304,739
"HPOL_002933-RA",622.136247630203,267.349809362042,257.93723044844,938.205371206862
"HPOL_002325-RA",116,63,124,248
"HPOL_002485-RA",2144,1265,1279,4205
"HPOL_002486-RA",1846,1000,934,3099
"HPOL_002487-RA",269,57,66,154
"HPOL_004881-RA",40.5603119638517,24.0776112418443,24.2407356877872,33.5552648704524
"HPOL_004882-RA",470,210,276,518
"HPOL_004883-RA",198,102,128,374
"HPOL_005680-RA",177,82,115,279
"HPOL_005681-RA",434,186,189,599
"HPOL_005682-RA",26,21,0,40
"HPOL_002934-RA",44,23,2,38
"HPOL_005683-RA",153,51,49,117
"HPOL_004708-RA",31,6,22,67
"HPOL_004709-RA",174,73,158,254
"HPOL_001416-RA",1384,696,464,2275
"HPOL_001417-RA",152,82,37,183
"HPOL_001418-RA",2479,1115,1024,3962
"HPOL_001419-RA",1329,682,603,2114
"HPOL_001420-RA",1469,636,724,2218
"HPOL_001421-RA",322,190,149,507
"HPOL_001422-RA",2593,1253,877,3227
"HPOL_002935-RA",282,159,103,451
"HPOL_001423-RA",1166,552,408,1673
"HPOL_002746-RA",545,215,205,613
"HPOL_002747-RA",420,250,406,1695
"HPOL_002748-RA",221,98,130,520
"HPOL_002749-RA",547,260,252,1032
"HPOL_005684-RA",236,91,85,339
"HPOL_005685-RA",132,77,70,256
"HPOL_005686-RA",371,173,195,747
"HPOL_005687-RA",30,10,18,64
"HPOL_005698-RA",345.279085763625,125.136812736839,143.076688580239,443.435368070581
"HPOL_002936-RA",273,117,96,270
"HPOL_005699-RA",32,15,42,60
"HPOL_005691-RA",10205,4641,5682,16662
"HPOL_005692-RA",570,269,233,684
"HPOL_005688-RA",52,31,12,59
"HPOL_005689-RA",2574,1314,1083,3838
"HPOL_005690-RA",364,172,148,463
"HPOL_005693-RA",600,269,325,947
"HPOL_003463-RA",111,28,44,120
"HPOL_003464-RA",21,7,0,20
"HPOL_005694-RA",1435,543,388,1651
"HPOL_003274-RA",199,73,73,116
"HPOL_005696-RA",94,47,92,189
"HPOL_005697-RA",2220,1085,955,3440
"HPOL_000252-RA",1973,893,856,2956
"HPOL_000253-RA",556,247,222,942
"HPOL_000254-RA",255,104,117,494
"HPOL_000255-RA",554,277,292,1014
"HPOL_000256-RA",198,75,93,237
"HPOL_000257-RA",1144,528,608,1676
"HPOL_000258-RA",1069,490,745,2581
"HPOL_000259-RA",801,336,261,1115
"HPOL_003275-RA",378,160,181,869
"HPOL_000260-RA",1012,484,358,1729
"HPOL_004794-RA",1316,587,649,2030
"HPOL_004795-RA",829.13417356049,279,328,830.096955095241
"HPOL_001925-RA",1878,912,823,2680
"HPOL_001926-RA",263.524063254267,142,117,394
"HPOL_004947-RA",1226,479,172,1233
"HPOL_004948-RA",34,8,11,41
"HPOL_004949-RA",732,363,353,1163
"HPOL_004950-RA",1065,563,537,1897
"HPOL_005041-RA",1644,638,660,2105
"HPOL_003276-RA",226,66,111,290
"HPOL_005700-RA",2309,1241,999,4062
"HPOL_005701-RA",137,52,45,228
"HPOL_005702-RA",1237,553,484,1900
"HPOL_005703-RA",413,145,112,313
"HPOL_005704-RA",1649,789,648,2605
"HPOL_005705-RA",114,56,65,211
"HPOL_005706-RA",105,48,84,247
"HPOL_001540-RA",6792,3161,2772,7197
"HPOL_001541-RA",100,29,36,174
"HPOL_001542-RA",467,230,221,921
"HPOL_003277-RA",537,232,237,783
"HPOL_001456-RA",1848,645,101,361
"HPOL_001457-RA",270,85,34,74
"HPOL_001458-RA",1964,1054,1266,2989
"HPOL_001459-RA",19523.4776452844,10798,9919,43423
"HPOL_000001-RA",116,31,54,98
"HPOL_000002-RA",297,157,109,514
"HPOL_000003-RA",28,5,7,15
"HPOL_000004-RA",191,44,120,165
"HPOL_000005-RA",95,32,61,71
"HPOL_000006-RA",1467,415,246,870
"HPOL_003278-RA",415.385709442852,200.663755601996,139.287325586318,635.701246488499
"HPOL_000007-RA",756,313,261,1217
"HPOL_000008-RA",123,60,51,205
"HPOL_000009-RA",1278,602,630,2715
"HPOL_000010-RA",1492,799,832,2646
"HPOL_000011-RA",301,113,125,337
"HPOL_000012-RA",196,91,104,325
"HPOL_000013-RA",140,72,35,227
"HPOL_000014-RA",396.470465347896,228.108092628429,178.855255241019,617.457566512902
"HPOL_000015-RA",1143.5295346521,728.891907371571,529.144744758981,1901.5424334871
"HPOL_000016-RA",241,124,124,389
"HPOL_005261-RA",223,135,130,419
"HPOL_000017-RA",1739,800,820,2351
"HPOL_000018-RA",1181,636,536,1645
"HPOL_005707-RA",732,345,277,1120
"HPOL_005708-RA",74,20,37,96
"HPOL_005709-RA",652,285,153,827
"HPOL_005712-RA",77,11,26,76
"HPOL_005721-RA",337,136,19,316
"HPOL_004980-RA",760,376,301,784
"HPOL_004981-RA",1708,803,1218,4313
"HPOL_001938-RA",295,147,327,559
"HPOL_002450-RA",977,413,381,1369
"HPOL_001939-RA",1247,607,1279,2386
"HPOL_001940-RA",288,135,213,574
"HPOL_005713-RA",285,103,23,189
"HPOL_005714-RA",275,147,63,397
"HPOL_005715-RA",16,3,0,44
"HPOL_005716-RA",347,78,88,219
"HPOL_005727-RA",2,0,0,1
"HPOL_005728-RA",488,167,79,461
"HPOL_005729-RA",313.563335084357,153.076515131758,133.051530760314,648.051196830391
"HPOL_002757-RA",1397,575,697,1788
"HPOL_002451-RA",400,215,183,697
"HPOL_002758-RA",3435,1519,1400,5170
"HPOL_002759-RA",814,379,432,1361
"HPOL_002760-RA",162,73,132,240
"HPOL_005734-RA",1007,478,405,1240
"HPOL_005735-RA",175,72,103,294
"HPOL_001966-RA",306,131,132,433
"HPOL_001967-RA",24830,9834,10160,32310
"HPOL_001968-RA",705,261,355,1040
"HPOL_004803-RA",233,104,123,409
"HPOL_004804-RA",5643,2981,2196,8962
"HPOL_002452-RA",2059,1056,922,3328
"HPOL_004805-RA",692,341,287,1081
"HPOL_005022-RA",263,131,87,572
"HPOL_005023-RA",7549,3543,3501,12387
"HPOL_005730-RA",1076,382,343,1245
"HPOL_005720-RA",196,97,237,718
"HPOL_004967-RA",1308,645,461,2096
"HPOL_005307-RA",1623,793,737,2634
"HPOL_005724-RA",9,5,1,29
"HPOL_005725-RA",13,10,4,31
"HPOL_004816-RA",0.00982009045893485,0,6.98063906391093,0.00353048716715244
"HPOL_002453-RA",636,312,312,919
"HPOL_004817-RA",221.549150264649,90.492907561777,85,211.737675313597
"HPOL_004818-RA",208,72,64,160
"HPOL_000511-RA",522,296,180,648
"HPOL_000512-RA",335,118,97,247
"HPOL_000513-RA",304,130,133,413
"HPOL_000514-RA",25,5,7,20
"HPOL_000515-RA",364,154,92,458
"HPOL_001615-RA",1205,661,991,3304
"HPOL_001616-RA",463,218,188,745
"HPOL_001617-RA",1953,946,934,2524
"HPOL_002454-RA",29,14,20,50
"HPOL_001618-RA",4325,2259,2437,8054
"HPOL_005726-RA",813,363,1153,3429
"HPOL_005737-RA",961.145243911329,373.649772054874,490.27282623527,1751.62319880151
"HPOL_005746-RA",710,367,384,1675
"HPOL_005731-RA",384,185,157,689
"HPOL_005732-RA",279,104,87,211
"HPOL_003484-RA",389,133,101,374
"HPOL_003485-RA",2584,1257,1209,3245
"HPOL_005733-RA",345,87,87,231
"HPOL_005756-RA",553,295,237,732
"HPOL_005252-RA",1212,533,574,2048
"HPOL_005736-RA",1446,454,424,1236
"HPOL_002773-RA",374.0857375369,152.457855575908,178.779126971591,478.546579960023
"HPOL_002774-RA",1922,868,909,2667
"HPOL_005738-RA",2010,1180,1172,3776
"HPOL_005778-RA",690,302,236,949
"HPOL_005029-RA",1738,865,871,2873
"HPOL_005030-RA",225,77,156,306
"HPOL_005760-RA",1740,822,1138,4427
"HPOL_005739-RA",1054.16455358541,527.363597983261,504.444269713994,1839.38604227365
"HPOL_005740-RA",46,12,22,55
"HPOL_005253-RA",178,63,35,172
"HPOL_000621-RA",979,539,628,2003
"HPOL_000622-RA",248,80,91,240
"HPOL_000623-RA",5681,2355,2544,8667
"HPOL_000624-RA",523,250,192,930
"HPOL_005741-RA",430,219,187,515
"HPOL_005742-RA",5576,2596,4108,11713
"HPOL_005743-RA",1621,851,572,1910
"HPOL_004827-RA",85,43,31,224
"HPOL_004828-RA",44,20,44,93
"HPOL_004829-RA",81,18,9,76
"HPOL_003931-RA",269,147,123,452
"HPOL_004830-RA",16,4,6,17
"HPOL_005744-RA",102,46,8,85
"HPOL_005745-RA",78,30,30,62
"HPOL_002775-RA",112,23,19,85
"HPOL_002776-RA",356,167,181,562
"HPOL_002777-RA",910,426,381,1522
"HPOL_002778-RA",2862,1337,1765,5079
"HPOL_002779-RA",472,206,68,513
"HPOL_005024-RA",562,284,295,743
"HPOL_005025-RA",61532,34469,20970,109703
"HPOL_003932-RA",1190,668,529,1571
"HPOL_005026-RA",1221,457,545,1412
"HPOL_005747-RA",149,55,21,115
"HPOL_005748-RA",197,90,83,165
"HPOL_005749-RA",0,0,4,0
"HPOL_005750-RA",1,1,0,1
"HPOL_004880-RA",2652,1349,1367,4841
"HPOL_005754-RA",1032,500,395,1429
"HPOL_005755-RA",253,93,101,308
"HPOL_005752-RA",28,16,7,41
"HPOL_005753-RA",29,14,28,50
"HPOL_003933-RA",354,149,228,624
"HPOL_003756-RA",853,408,316,1142
"HPOL_003757-RA",2315,1212,1085,3748
"HPOL_003758-RA",188,70,77,123
"HPOL_003759-RA",154,63,64,274
"HPOL_003760-RA",62,24,43,96
"HPOL_005759-RA",1016,588,560,1817
"HPOL_005763-RA",1443,702,859,2907
"HPOL_005761-RA",277,114,69,280
"HPOL_005762-RA",134,73,47,257
"HPOL_002780-RA",329.166471209514,174,154,535.823785416471
"HPOL_003934-RA",301,166,126,467
"HPOL_002781-RA",1923.83352879049,796,736,2437.17621458353
"HPOL_002782-RA",231,112,127,480
"HPOL_002783-RA",9077,4833,5209,13298
"HPOL_002784-RA",46,16,22,77
"HPOL_004976-RA",1374,625,1046,3767
"HPOL_004977-RA",967,444,274,1128
"HPOL_004978-RA",350,174,187,505
"HPOL_004979-RA",1153,470,362,1286
"HPOL_005764-RA",551,274,376,1341
"HPOL_002026-RA",1220,586,390,1650
"HPOL_005241-RA",238,65,52,119
"HPOL_005767-RA",157,56,73,361
"HPOL_005765-RA",1516,736,491,2193
"HPOL_005766-RA",1080,559,507,1534
"HPOL_005787-RA",58,21,9,112
"HPOL_005779-RA",1963,919,629,3070
"HPOL_005772-RA",102,16,12,23
"HPOL_005773-RA",42,8,0,38
"HPOL_005775-RA",460,277,187,791
"HPOL_002785-RA",456,183,234,848
"HPOL_002786-RA",628,338,306,1167
"HPOL_005242-RA",458,151,139,362
"HPOL_002787-RA",155,99,80,210
"HPOL_002788-RA",1065,501,383,1382
"HPOL_005774-RA",943,453,402,1388
"HPOL_005776-RA",3194,1096,232,823
"HPOL_005777-RA",2077,1044,1289,5198
"HPOL_001954-RA",558,209,155,456
"HPOL_001955-RA",15153,5155,5062,15010
"HPOL_001956-RA",234,89.3695776637692,99,318.49366993311
"HPOL_005493-RA",2919,1198,2599,6693
"HPOL_005494-RA",386,176,155,567
"HPOL_005247-RA",5548,2816,2139,8782
"HPOL_004992-RA",1296,648,505,2127
"HPOL_004993-RA",910,403,304,1407
"HPOL_004989-RA",94,56,68,175
"HPOL_004990-RA",143.134643237304,62.8353840919797,58.0099712773788,225.951954306152
"HPOL_005780-RA",359,157,86,436
"HPOL_005781-RA",159,49,30,114
"HPOL_000222-RA",2472,1073,1156,3298
"HPOL_000223-RA",328,94,43,254
"HPOL_000224-RA",4404,2173,1899,7229
"HPOL_000225-RA",706,214,191,469
"HPOL_003887-RA",1382,470,599,1339
"HPOL_000226-RA",253,118,92,412
"HPOL_000227-RA",290,97,126,344
"HPOL_000228-RA",6938,3442,2836,10290
"HPOL_000229-RA",318,121,102,343
"HPOL_002794-RA",672,360,291,1174
"HPOL_002795-RA",443,204,186,591
"HPOL_002796-RA",1460,644,491,1523
"HPOL_002797-RA",315,127,114,304
"HPOL_002798-RA",180,62,116,404
"HPOL_005782-RA",1561,753,539,2666
"HPOL_003888-RA",1042,356,306,922
"HPOL_002842-RA",981,469,400,1329
"HPOL_002843-RA",351,145,99,422
"HPOL_002844-RA",1291,567,628,1806
"HPOL_002845-RA",1227,606,621,2266
"HPOL_002846-RA",18012,8274,8769,36027
"HPOL_005102-RA",356.687346077821,126.477329569971,117,520.785872615098
"HPOL_005795-RA",2074,851,871,3056
"HPOL_005803-RA",1165,605,540,2563
"HPOL_005804-RA",1299,591,566,1680
"HPOL_005075-RA",3521,1407,1964,6101
"HPOL_003889-RA",45,11,6,51
"HPOL_005076-RA",602,305,215,867
"HPOL_005788-RA",563.451689069213,248,221,703
"HPOL_005077-RA",1038,375,296,999
"HPOL_005789-RA",524,252,141,693
"HPOL_005790-RA",318,122,84,297
"HPOL_001408-RA",221,107,86,319
"HPOL_001409-RA",202.403425842587,139.847108495049,358.24886341598,1037.393797764
"HPOL_001410-RA",553,147,153,299
"HPOL_001411-RA",171,89,42,209
"HPOL_001412-RA",23,10,5,32
"HPOL_002135-RA",1018.80386142985,453.244636638523,442.151421670342,1448.71565659918
"HPOL_001413-RA",72,28,20,61
"HPOL_001414-RA",680,352,215,748
"HPOL_001415-RA",989,408,305,1290
"HPOL_002799-RA",703,336,297,1197
"HPOL_002800-RA",815,339,403,1088
"HPOL_002801-RA",634,265,373,953
"HPOL_002802-RA",1344,606,504,2176
"HPOL_005791-RA",340,166,189,619
"HPOL_005792-RA",163,52,41,202
"HPOL_005815-RA",93,32,28,196
"HPOL_002136-RA",46.4655501496104,18.7730040371845,29,100.690005565112
"HPOL_005816-RA",224,102,79,274
"HPOL_005807-RA",2073,924,719,2746
"HPOL_005793-RA",294.5,166,182,541
"HPOL_005794-RA",1140,554,653,1955
"HPOL_005796-RA",3942.3416595093,1829.15712740224,1910,6321.51762034988
"HPOL_000592-RA",1216.95686992346,567.168506162588,565,1784.23924817274
"HPOL_000593-RA",398.805667268895,147,117.233021467374,323.922184739329
"HPOL_000594-RA",957,408,210,888
"HPOL_000595-RA",129,54,55,178
"HPOL_000596-RA",287,104,146,383
"HPOL_002137-RA",2974.2739512358,1258.58960604377,962.583735883589,3358.12504137651
"HPOL_005797-RA",65,15,71,50
"HPOL_005798-RA",144,81,52,226
"HPOL_005799-RA",23,7,3,12
"HPOL_002807-RA",104.664809211683,20.4596851119747,34,50.5804233038552
"HPOL_002808-RA",4892,2707,2197,8353
"HPOL_002809-RA",517,256,312,739
"HPOL_002810-RA",495,180,250,575
"HPOL_005801-RA",2772,915,164,484
"HPOL_005802-RA",595.21286622954,281.278263749578,265.275940466756,671.941362074169
"HPOL_005805-RA",722,346,247,979
"HPOL_002138-RA",1122,465,380,1237
"HPOL_005806-RA",491.913505380992,111,97.8441658383856,275
"HPOL_005032-RA",153,41,22,83
"HPOL_005033-RA",200,105,87,227
"HPOL_005034-RA",358,177,149,559
"HPOL_005035-RA",111,53,25,136
"HPOL_005316-RA",77,25,9,34
"HPOL_005317-RA",1642.04377284313,667.734325290216,495.316524254175,2243.87663869792
"HPOL_005318-RA",362.570517714017,193.601919107788,222.396150159506,549.422114813581
"HPOL_005808-RA",35,10,11,36
"HPOL_005809-RA",632,270,365,1436
"HPOL_002139-RA",58,11,4,33
"HPOL_005810-RA",1560,751,575,1262
"HPOL_005811-RA",213,92,77,296
"HPOL_001717-RA",43,24,55,54
"HPOL_001718-RA",257,128,104,472
"HPOL_001719-RA",1949,906,854,3048
"HPOL_001720-RA",133,52,40,73
"HPOL_001721-RA",998,535,424,1608
"HPOL_001722-RA",256,136,134,457
"HPOL_002110-RA",72,38,40,130
"HPOL_002111-RA",849,319,381,1266
"HPOL_001279-RA",3823,1685,1674,5851
"HPOL_002112-RA",203,82,51,172
"HPOL_002113-RA",990,397,315,1065
"HPOL_002114-RA",125,59,56,201
"HPOL_002115-RA",646,356,345,904
"HPOL_002116-RA",1333,607,412,1534
"HPOL_002836-RA",907,425,235,1158
"HPOL_002837-RA",80,30,39,74
"HPOL_002838-RA",131,69,65,194
"HPOL_002839-RA",17,21,21,43
"HPOL_002840-RA",109,29,49,169
"HPOL_001280-RA",5075,2030,2775,8138
"HPOL_002841-RA",360,139,154,532
"HPOL_005812-RA",874,496,436,1001
"HPOL_005813-RA",26,7,16,54
"HPOL_003634-RA",9978,4586,4046,15344
"HPOL_005309-RA",97,31,19,60
"HPOL_005310-RA",2279,1010,873,2867
"HPOL_005814-RA",201,62,83,327
"HPOL_004985-RA",410,211,202,759
"HPOL_005817-RA",548,232,331,1184
"HPOL_005822-RA",333,214,871,2327
"HPOL_001281-RA",313,140,145,362
"HPOL_001208-RA",319.131200860794,101.41051094442,117.186902415079,304.93916176637
"HPOL_001209-RA",206,104,240,474
"HPOL_001210-RA",634,295,374,1403
"HPOL_001211-RA",2027,975,1586,5644
"HPOL_001212-RA",328,154,164,375
"HPOL_001213-RA",58,25,35,177
"HPOL_001214-RA",347.868799139206,128.58948905558,117.813097584921,288.19257208455
"HPOL_005818-RA",80,54,45,192
"HPOL_002803-RA",108,36,25,199
"HPOL_002804-RA",91,19,16,65
"HPOL_001282-RA",2694,1382,840,3572
"HPOL_002805-RA",5029,2006,2331,6906
"HPOL_002806-RA",576,131,299,719
"HPOL_002604-RA",828,319,489,1249
"HPOL_002605-RA",1560,785,884,2505
"HPOL_005819-RA",147,77,62,244
"HPOL_005820-RA",130,71,64,270
"HPOL_005821-RA",42.7709618863587,15.9849671560147,60.8338559140343,57.3268640689111
"HPOL_005073-RA",379,116,84,248
"HPOL_005074-RA",1017,549,1178,2783
"HPOL_005823-RA",131,44,12,55
"HPOL_003017-RA",937,440,361,1632
"HPOL_005824-RA",318,148,110,437
"HPOL_005047-RA",975,525,346,1425
"HPOL_005048-RA",50,19,1,104
"HPOL_005769-RA",66.9617219556872,51.6251161155563,38.9564230929483,147.854657087989
"HPOL_005770-RA",352,147,133,552
"HPOL_005771-RA",1311,652,508,1384
"HPOL_005825-RA",269,120,155,463
"HPOL_005826-RA",853,376,228,1061
"HPOL_005827-RA",25,14,8,25
"HPOL_005828-RA",4042,1958,1623,5777
"HPOL_003018-RA",3363,1694,1322,4076
"HPOL_002063-RA",229,107,56,311
"HPOL_002064-RA",706,322,335,1264
"HPOL_002065-RA",402,258,208,519
"HPOL_005830-RA",121,43,58,169
"HPOL_005831-RA",391,206,185,643
"HPOL_002847-RA",400,192,703,1985
"HPOL_002848-RA",5080,2577,2275,7606
"HPOL_002849-RA",384,213,290,995
"HPOL_002850-RA",124,69,57,215
"HPOL_005829-RA",414,171,273,675
"HPOL_003019-RA",4691,2092,2277,7785
"HPOL_005066-RA",153.46863510161,71.609499726387,34,144.901773047716
"HPOL_005067-RA",79,53,4,111
"HPOL_005068-RA",154,73,85,231
"HPOL_005069-RA",411,207,205,907
"HPOL_005457-RA",1318,846,859,2555
"HPOL_002040-RA",513,280,131,718
"HPOL_002041-RA",138,73,95,295
"HPOL_002042-RA",4349,2318,1939,4765
"HPOL_002043-RA",385,84,99,257
"HPOL_005433-RA",413,175,143,611
"HPOL_003020-RA",669,286,386,689
"HPOL_005434-RA",33,11,28,70
"HPOL_005834-RA",425,170,178,505
"HPOL_005835-RA",82,58,9,154
"HPOL_005841-RA",198,140,219,621
"HPOL_005836-RA",127.867195229958,31.3165828096673,20.8325517140343,139.618709951499
"HPOL_004448-RA",647,305,323,1185
"HPOL_004449-RA",1000,563,543,1544
"HPOL_005658-RA",437.28892138496,246,229,978.031769264253
"HPOL_005659-RA",264,123,109,534
"HPOL_002811-RA",40,11,6,54
"HPOL_001004-RA",505,196,206,817
"HPOL_002812-RA",4552,2050,2105,7679
"HPOL_002813-RA",5664,2657,4031,12100
