"","Sporangia.r1","Sporangia.r2","Sporangia.r3","Zoospore.r1","Zoospore.r2","Zoospore.r3"
"HPOL_001679-RA",317,142,118,120,537,259
"HPOL_001680-RA",326,80,114,109,278,77
"HPOL_003392-RA",535,355,224,391,910,243
"HPOL_003393-RA",3752,1695,2057,1813,6085,3888
"HPOL_003394-RA",956,447,372,406,1732,820
"HPOL_006810-RA",157,85,71,67,268,115
"HPOL_006811-RA",314,178,99,150,444,188
"HPOL_006747-RA",63,8,12,8,30,18
"HPOL_006787-RA",4965,1878,2699,2289,6306,4319
"HPOL_006749-RA",202,66,147,65,378,324
"HPOL_002883-RA",2948,1399,1640,1354,4321,2245
"HPOL_006815-RA",466,226,116,277,807,691
"HPOL_006788-RA",133,41,31,54,301,9
"HPOL_003356-RA",271,145,102,130,497,238
"HPOL_003357-RA",594,333,277,297,835,338
"HPOL_003358-RA",176,77,86,101,229,152
"HPOL_003359-RA",3271,1469,1530,1379,4400,3049
"HPOL_003360-RA",63,23,32,49,80,57
"HPOL_003361-RA",77,33,30,34,144,45
"HPOL_006750-RA",91,42,28,36,165,30
"HPOL_006754-RA",132,54,51,42,210,65
"HPOL_002884-RA",275,117,132,118,408,247
"HPOL_006827-RA",286,152,177,186,587,306
"HPOL_006753-RA",1469.68243243243,660.500598802395,652.323943661972,766.118644067797,2211.68515922291,1485.53802639849
"HPOL_006752-RA",769,442,317,387,1171,434
"HPOL_006755-RA",246,103,215,133,355,241
"HPOL_006758-RA",76,26,26,15,67,37
"HPOL_003362-RA",584,268.463068931769,185,155,620,325
"HPOL_003363-RA",840,479,421,415,1243,635
"HPOL_003364-RA",597,282,261,255,822,129
"HPOL_003365-RA",319,121,124,108,432,139
"HPOL_006760-RA",795,337,360,378,969,540
"HPOL_002885-RA",409,159,211,171,552,402
"HPOL_006763-RA",488,231,449,230,983,463
"HPOL_006759-RA",1952,981,824,978,2627,839
"HPOL_006764-RA",2640,1311,962,838,3875,1989
"HPOL_006761-RA",22,24,13,15,45,18
"HPOL_006762-RA",93,66,47,43,160,115
"HPOL_003366-RA",2189,1169,1001,952,3239,1420
"HPOL_003367-RA",1793,992,963,848,3012,1416
"HPOL_003368-RA",785,338,411,380,1259,672
"HPOL_006765-RA",76,20,15,34,67,3
"HPOL_006766-RA",71.6359762573472,16,10,10,83,7
"HPOL_002886-RA",0,0,0,0,4.1427511356482,0
"HPOL_006768-RA",714,371,181,492,1538,993
"HPOL_006769-RA",189,33,26,44,91,15
"HPOL_006835-RA",157,47,96,112,375,371
"HPOL_006770-RA",2540,1197,1296,1089,3609,2078
"HPOL_006771-RA",65,37,12,31,114,49
"HPOL_006773-RA",13334.4466640188,7931.75234449378,4682.61160014885,5005.41089522054,27984.9321766293,10150.4670893258
"HPOL_006774-RA",322,112,39,96,284,25
"HPOL_003403-RA",739,322,278,312,1041,169
"HPOL_006777-RA",46,12,27,23,93,30
"HPOL_006775-RA",1291.80353172438,647.850360687031,829.855326018594,904,2722.42885598437,2158.70900609916
"HPOL_002887-RA",1064.07867270324,574,568.265249922455,451,1727.07844656826,1133.21059174039
"HPOL_006776-RA",441,177,199,177,554,308
"HPOL_006779-RA",3108,1196,1221,1358,4275,2391
"HPOL_006781-RA",374,166,160,142,386,196
"HPOL_006780-RA",160,82,56,66,253,137
"HPOL_006782-RA",166,75,26,29,162,33
"HPOL_003369-RA",6011,2865,1226,2128,8364,2132
"HPOL_003370-RA",1824,1049,689,1070,3900,962
"HPOL_006831-RA",109,43,85,82,209,81
"HPOL_006783-RA",61,22,20,25,74,9
"HPOL_006834-RA",510,287,233,324,760,434
"HPOL_005291-RA",67,42,55,48,197,138
"HPOL_006784-RA",90,48,33,33,131,115
"HPOL_006785-RA",755,443,304,470,1428,411
"HPOL_003371-RA",513,181,317,158,761,640
"HPOL_003372-RA",3578,1706,1572,1538,4959,4251
"HPOL_003373-RA",1028,542,512,558,1665,1223
"HPOL_003374-RA",582,284,248,412,880,210
"HPOL_006849-RA",349,161,157,146,592,171
"HPOL_006790-RA",380,232,108,459,1371,107
"HPOL_006789-RA",663,248,314,291,588,647
"HPOL_006792-RA",126,85,43,61,330,95
"HPOL_002475-RA",441,197,193,192,562,437
"HPOL_006791-RA",1992,1053,577,648,2431,860
"HPOL_006793-RA",275,78,44,41,187,46
"HPOL_006812-RA",245,125,170,117,376,232
"HPOL_003395-RA",145,52,72,44,184,95
"HPOL_003396-RA",372,133,226,143,557,386
"HPOL_003397-RA",1869,870,542,705,2716,1660
"HPOL_003398-RA",6817,3166,1255,2789,9656,3217
"HPOL_003399-RA",383,184,101,59,535,110
"HPOL_006794-RA",302,140,197,160,459,241
"HPOL_006891-RA",628,316,306,225,982,745
"HPOL_002476-RA",466,205,274,268,636,368
"HPOL_006795-RA",1472,762,456,787,2751,779
"HPOL_006804-RA",186,77,133,189,548,590
"HPOL_006796-RA",99,70,32,84,235,58
"HPOL_006797-RA",6040,2878,3347,2871,9214,12284
"HPOL_006798-RA",193,51,88,67,257,325
"HPOL_003386-RA",328,141,118,206,571,289
"HPOL_003387-RA",3866,1689,1290,1600,5295,2147
"HPOL_003388-RA",5707,3081,1587,2062,8867,2657
"HPOL_006799-RA",119,65,32,58,215,228
"HPOL_006800-RA",116,36,102,34,163,555
"HPOL_002477-RA",247,108,99,128,405,198
"HPOL_006837-RA",338,208,166,148,658,282
"HPOL_006838-RA",186,109,69,65,230,83
"HPOL_006801-RA",422,194,210,308,665,301
"HPOL_006802-RA",23,15,8,8,28,37
"HPOL_006803-RA",304,155,111,197,592,183
"HPOL_003382-RA",309,151,118,154,505,160
"HPOL_003383-RA",599,309,269,337,987,299
"HPOL_003384-RA",684,326,191,278,1105,839
"HPOL_003385-RA",261,108,128,110,399,296
"HPOL_006805-RA",91,23,20,16,53,12
"HPOL_003104-RA",752,375,301,634,1690,474
"HPOL_006807-RA",229,114,87,116,404,176
"HPOL_006806-RA",120,23,40,34,110,21
"HPOL_006809-RA",266,98,133,262,871,419
"HPOL_006867-RA",647,281,281,243,817,492
"HPOL_001656-RA",2903.22310136375,1392.27017226985,1616.9032634903,965.855555529799,4090.52222446745,2580.1729772093
"HPOL_001657-RA",214,67,184,84,349,233
"HPOL_001658-RA",252,91,100,185,513,224
"HPOL_001659-RA",127,56,124,23,166,46
"HPOL_001660-RA",279,159,116,147,527,213
"HPOL_003389-RA",330,119,164,188,491,212
"HPOL_003105-RA",134,44,46,152,426,278
"HPOL_003390-RA",1590,1134,940,484,805,785
"HPOL_003391-RA",51,16,23,3,45,37
"HPOL_006813-RA",105,108,24,121,365,43
"HPOL_006842-RA",416,185,159,213,737,215
"HPOL_006862-RA",743,318,367,501,1733,1045
"HPOL_006828-RA",11,11,5,7,16,5
"HPOL_006814-RA",55,23,25,25,197,29
"HPOL_006816-RA",142,52,65,74,188,31
"HPOL_003404-RA",1351,694,920,1152,3870,974
"HPOL_003405-RA",531,264,306,322,964,674
"HPOL_003106-RA",278,117,190,114,559,247
"HPOL_003406-RA",106,38,31,64,103,40
"HPOL_006817-RA",1938,755,763,1022,3034,2315
"HPOL_006818-RA",358,118,79,21,262,72
"HPOL_006819-RA",970,405,305,442,851,902
"HPOL_006820-RA",314,142,136,181,512,293
"HPOL_006864-RA",883,384,338,432,1113,500
"HPOL_006821-RA",1843,888,541,1030,2686,794
"HPOL_006832-RA",44,20,21,27,54,2
"HPOL_006833-RA",11,0,4,2,13,9
"HPOL_000717-RA",901,537,644,510,1439,614
"HPOL_003107-RA",1411,764,872,858,2905,6737
"HPOL_000718-RA",1645,1004,845,815,2822,776
"HPOL_000719-RA",108,39,25.9962915491773,55.0705788162547,126.999991957266,11.0068316335904
"HPOL_000720-RA",70,44,32,28,128,21
"HPOL_000721-RA",197,95,85,117,264,136
"HPOL_000722-RA",85,36,48,34,143,17
"HPOL_000723-RA",252,106,82,66,370,207
"HPOL_006822-RA",199.310603811957,104.231535171844,76.7658857252023,154.646792869118,575.763571862234,659.101693722389
"HPOL_006823-RA",583,137,158,110,381,109
"HPOL_006824-RA",115,37,62,46,182,123
"HPOL_006826-RA",159,87,108,79,220,111
"HPOL_001090-RA",13019,5880,2229,5209,15641,17951
"HPOL_006874-RA",490,298,137,251,583,390
"HPOL_003377-RA",1772,836,973,687,2977,1916
"HPOL_003378-RA",263,101,116,117,391,114
"HPOL_001527-RA",952,502,378,247,1407,798
"HPOL_001528-RA",1871,927,849,641,2617,1507
"HPOL_001529-RA",1082,524,428,1044,3538,1596
"HPOL_001530-RA",620,273,174,293,959,276
"HPOL_001531-RA",438,212,268,192,591,337
"HPOL_006829-RA",173,33,16,46,67,28
"HPOL_006830-RA",44.0099297391355,22.2768087555923,6.38520363865122,13,55.645951535674,74.0563229069864
"HPOL_001091-RA",791.477899178488,392.771130186775,281.305116377431,271.399714228958,969.602439710901,731.241853931942
"HPOL_006845-RA",117,46,61,42,171,114
"HPOL_006846-RA",664,338,324,477,1238,411
"HPOL_003407-RA",2248,1118,985,850,3516,1479
"HPOL_003408-RA",1627,766,707,580,1926,966
"HPOL_003409-RA",808,371,550,399,1411,765
"HPOL_006825-RA",154,87,42,68,317,62
"HPOL_006836-RA",2360,1258,1472,856,3712,2872
"HPOL_006839-RA",113,49,34,46,113,11
"HPOL_006840-RA",182,77.105161878302,84,61,176,67
"HPOL_003410-RA",126,44,27,23,89,18
"HPOL_001092-RA",59,26,27,27,83,27
"HPOL_003411-RA",883,369,364,293,1098,521
"HPOL_003412-RA",134.444539408566,77.4739173563997,68.7563111535444,74.1286819469361,211.893263910552,176.130419167333
"HPOL_006841-RA",466,296,53,192,676,30
"HPOL_006844-RA",127,62,62,49,241,63
"HPOL_006843-RA",218,90,142,70,321,240
"HPOL_006847-RA",421.543009959269,166.692893347786,193.925058922068,234,672.362157391296,359.506920119271
"HPOL_006848-RA",174,65,24,59,258,27
"HPOL_006852-RA",234,106,98,82,422,175
"HPOL_003413-RA",53,20,39,35,87,28
"HPOL_003414-RA",1016,464,489,588,2046,1134
"HPOL_001093-RA",658.522100821512,322.228869813225,253.694883622569,314.600285771042,851.397560289099,680.758146068058
"HPOL_003415-RA",109,35,22,22,63,8
"HPOL_006851-RA",11,5,0,3,36,0
"HPOL_006850-RA",297,182,180,174,482,727
"HPOL_006854-RA",48,23,25,16,92,98
"HPOL_006853-RA",2649.32119168808,1278.93757618572,1245.90198531236,1078.97925940055,3873.56532954065,3235.04723033685
"HPOL_006855-RA",332,141,54,378,1196,326
"HPOL_006919-RA",461,225,262,275,689,597
"HPOL_003416-RA",338,195,170,261,648,285
"HPOL_003417-RA",215,98,102,108,306,117
"HPOL_003418-RA",1127,555,530,487,1772,879
"HPOL_001094-RA",17030,8700,5180,6655,26603,9260
"HPOL_003419-RA",1264,629,469,719,2050,1164
"HPOL_006856-RA",850.782274180844,383.756364467631,159.153886336133,568.126905677213,1978.80918581173,805.947221537941
"HPOL_006857-RA",446,234,166,177,702,298
"HPOL_006858-RA",115,31,55,22,145,37
"HPOL_006859-RA",653,163,142,172,465,141
"HPOL_006860-RA",1271,716,546,782,2630,2125
"HPOL_006861-RA",45,9,17,31,38,25
"HPOL_006863-RA",473,222,134,194,842,152
"HPOL_003428-RA",2612,876,1156,962,2764,1094
"HPOL_003429-RA",1135,399,124,355,1099,80
"HPOL_005292-RA",177,86,79,40,307,163
"HPOL_006899-RA",1844,989,430,1161,2715,203
"HPOL_006865-RA",3478,1528,1383,2300,6694,2919
"HPOL_003424-RA",39,10,19,16,69,51
"HPOL_003425-RA",239.733119537504,115,141,75,536,312
"HPOL_003426-RA",2393,908,732,858,2588,1022
"HPOL_003427-RA",1558.75528256668,786.057934835197,900.408191049888,724.654101739426,2138.96758045678,1852.23395644912
"HPOL_006866-RA",128,50,41,39,144,23
"HPOL_006871-RA",302,123,166,244,687,261
"HPOL_006868-RA",866,412,394,488,1495,469
"HPOL_006923-RA",113,42,37,59,118,99
"HPOL_005293-RA",371,192,337,134,592,541
"HPOL_006869-RA",203,86,59,67,181,58
"HPOL_000688-RA",291,133,85,156,295,499
"HPOL_000689-RA",1318,617,624,793,2141,746
"HPOL_000690-RA",4,0,8,0,1,0
"HPOL_000691-RA",93,38,31,5,125,27
"HPOL_000692-RA",406,221,207,219,827,211
"HPOL_000693-RA",2503,961,1711,692,2339,3675
"HPOL_000694-RA",120,64,60,63,213,53
"HPOL_000695-RA",52,37,30,40,111,45
"HPOL_001670-RA",1410,638,948,790,2240,2244
"HPOL_005294-RA",169,73,72,103,300,153
"HPOL_001671-RA",1606,807,446,611,2066,1273
"HPOL_001672-RA",1606,675,366,659,1840,5577
"HPOL_001673-RA",1589,722,767,397,1780,1212
"HPOL_001674-RA",2786,1400,1016,2255,5339,507
"HPOL_001675-RA",1991,1003,521,809,2920,916
"HPOL_003430-RA",3491,1842,1722,1517,6072,3297
"HPOL_006872-RA",216,78,69,72,234,194
"HPOL_006870-RA",222.978704063887,75.4991144343069,65.9377963187271,78.0863831052204,275.664326410705,76.7875943948442
"HPOL_006933-RA",87,39,70,7,33,515
"HPOL_006873-RA",135,47,50,46,212,102
"HPOL_005295-RA",67,24,31,77,114,23
"HPOL_006875-RA",180,60,84,92,379,150
"HPOL_003434-RA",712,226,267,456,1302,284
"HPOL_006892-RA",97,50,46,37,183,103
"HPOL_006876-RA",98,33,89,30,187,120
"HPOL_006877-RA",119,60,70,96,176,213
"HPOL_006988-RA",657.071576673748,308.235326655257,289.608040730461,488.108601133969,1448.30748312755,537.606376358929
"HPOL_006878-RA",199,75,75,106,379.005915681538,173.369253139727
"HPOL_006886-RA",1732,892,509,905,3101,699
"HPOL_006879-RA",132,35,99,43,150,222
"HPOL_006880-RA",958,449,293,307,1068,492
"HPOL_005296-RA",560,253,404,277,1083,997
"HPOL_003437-RA",1282,605,627,617,2117,1116
"HPOL_003438-RA",160,73,87,81,192,83
"HPOL_003439-RA",252,114,109,112,385,102
"HPOL_006881-RA",165,79,100,83,255,158
"HPOL_006882-RA",319,155,164,152,579,293
"HPOL_006889-RA",468,212,227,272,974.677152375918,249
"HPOL_006946-RA",35,18,8,10,29,13
"HPOL_003440-RA",1127,548,508,550,1791,1058
"HPOL_003441-RA",184,116,53,146,356,59
"HPOL_003442-RA",276,143,113,160,576,241
"HPOL_002148-RA",1968,990,1004,1020,3861,2176
"HPOL_003443-RA",127,47,79,88,161,63
"HPOL_006883-RA",854,386,1244,405,1353,861
"HPOL_006884-RA",412,113,67,121,422,114
"HPOL_006904-RA",36,15,25,3,85,35
"HPOL_006885-RA",638,235,303,295,1031,703
"HPOL_006887-RA",44,10,28,17,36.1761985105546,28
"HPOL_006888-RA",19,3,4,0,15,0
"HPOL_003460-RA",964,382,587,363,1566,1480
"HPOL_003461-RA",74,31,25,10,49,17
"HPOL_003462-RA",2716,1334,923,1273,4154,704
"HPOL_002149-RA",10918,5711,4440,7699,23271,6370
"HPOL_006954-RA",226,143,135,120,311,123
"HPOL_006890-RA",76,29,55,37,48,20
"HPOL_006894-RA",3444,1731,1269,1952,5885,1786
"HPOL_006893-RA",405,217,274,161,478,423
"HPOL_006956-RA",1015,434,477,386,1295,1014
"HPOL_003449-RA",422,199,189,239,715,447
"HPOL_003450-RA",177,76,97,167,344,69
"HPOL_003451-RA",203,84,83,126,390,75
"HPOL_006895-RA",111,38,56,115,219,197
"HPOL_002589-RA",103,58,43,33,109,76
"HPOL_002150-RA",311,86,137,98,239,98
"HPOL_006896-RA",148,54,60,95,152,37
"HPOL_006905-RA",31,10,14,10,40,8
"HPOL_006906-RA",26,5,10,12,12,12
"HPOL_006897-RA",1268,577,623,515,1860,1697
"HPOL_006898-RA",813,425,290,318,1074,501
"HPOL_006927-RA",1557,727,1064,275,1198,620
"HPOL_003452-RA",2980,1454,1084,1004,4286,1949
"HPOL_003453-RA",44,10,35,2,60,51
"HPOL_003454-RA",165,64,67,122,326,131
"HPOL_003455-RA",141,66,36,36,201,62
"HPOL_005297-RA",582,243,313,250,797,594
"HPOL_000583-RA",2155.21690114715,563.787428537364,477.871108296313,448.652398933374,1624.95601240917,457.456222419944
"HPOL_006952-RA",141,75,97,100,325,176
"HPOL_006900-RA",215,48,33,16,136,16
"HPOL_006901-RA",1403,668,665,937,3331,2244
"HPOL_006902-RA",678,251,620,372,1348,918
"HPOL_006903-RA",860,420,392,335,1246,800
"HPOL_000897-RA",623,259,362,283,908,571
"HPOL_000898-RA",525,225,221,239,608,468
"HPOL_000899-RA",5207,2608,1872,1579,6023,5407
"HPOL_000900-RA",223,84,114,108,449,289
"HPOL_000901-RA",584,265,305,253,1057,763
"HPOL_005298-RA",8725,4578,3430,4426,16583,9994
"HPOL_000902-RA",312,115,64,72,198,60
"HPOL_000903-RA",7817,3887,4877,2998,14213,8563
"HPOL_000904-RA",0,4,3,0,1,1
"HPOL_000905-RA",560,250,244,238,800,276
"HPOL_000906-RA",538,217,335,94,424,170
"HPOL_006907-RA",691,379,492,265,1156,1303
"HPOL_006908-RA",336,147,223,199,561,335
"HPOL_006909-RA",602,227,254,195,666,400
"HPOL_006910-RA",9566,5106,1522,5804,20347,15167
"HPOL_006977-RA",1575,617,653,807,2298,929
"HPOL_000230-RA",4455,2211,4521,2797,6357,1500
"HPOL_006911-RA",1876,894,1505,556,2028,540
"HPOL_006912-RA",260,87,40,112,227,66
"HPOL_006922-RA",64,16,12,32,97,101
"HPOL_006913-RA",116.800020543614,42.8094611432768,44.2455375471159,67.7962644883805,170.09443589721,110.775983834831
"HPOL_003497-RA",241,103,220,48,334,484
"HPOL_003498-RA",2687,1441,682,1396,5365,3978
"HPOL_003499-RA",258,123,109,62,258,253
"HPOL_006914-RA",41,16,5,10,24,9
"HPOL_006915-RA",72,16,25,11,63,31
"HPOL_006984-RA",900,377.583664343153,428,402,1108,788.691362490786
"HPOL_000231-RA",16,2,10,0,19,19
"HPOL_006960-RA",575,259,489,309,1091,714
"HPOL_003465-RA",1810,920,860,1122,3333,1736
"HPOL_003466-RA",701,177,213,228,651,181
"HPOL_006916-RA",4685.46499300083,2576.36209067422,1183.18835947621,2023.75026952746,8468.6832038326,2126.47118729295
"HPOL_006966-RA",243,144,167,139,454,418
"HPOL_006917-RA",246,135,93,137,343,149
"HPOL_006918-RA",225,115,152,117,263,199
"HPOL_006920-RA",461,182,232,237,616,381
"HPOL_006921-RA",406,217,261,161,668,419
"HPOL_006925-RA",248,89,88,92,345,173
"HPOL_000232-RA",338,138,234,77,465,369
"HPOL_006924-RA",334.506186880378,109.8773292436,200.334008626632,228,917.440736515702,645.703533902559
"HPOL_001723-RA",483,261,196,260,634,281
"HPOL_001724-RA",357,162,118,177,567,313
"HPOL_001725-RA",579,355,356,231,1079,547
"HPOL_001726-RA",256,124,128,82,372,139
"HPOL_001727-RA",401,225,157,192,596,372
"HPOL_001728-RA",322,152,196,119,495,961
"HPOL_003471-RA",1591,730,559,1036,4300,619
"HPOL_006926-RA",35.1999794563863,13.1905388567232,31.7544624528841,22.2037355116195,82.9055641027895,59.2240161651689
"HPOL_006928-RA",114,68,66,68,179,129
"HPOL_000233-RA",12554,6351,5960,5099,18808,9681
"HPOL_006929-RA",82,48,21,18,87,40
"HPOL_006997-RA",707,189,89,136,441,78
"HPOL_006930-RA",10,4,7,0,2,12
"HPOL_003486-RA",348,183,215,195,583,395
"HPOL_003487-RA",940,482,442,244,1039,568
"HPOL_003488-RA",292,104,60,88,319,53
"HPOL_003489-RA",115,50,53,61,186,58
"HPOL_006931-RA",89,57,82,63,182,155
"HPOL_003472-RA",2559,1250,960,1125,4054,1308
"HPOL_003473-RA",26,5,3,4,8,0
"HPOL_000234-RA",119,42,21,48,170,68
"HPOL_003474-RA",97,30,30,36,58,34
"HPOL_003475-RA",252,114,131,89,468,124
"HPOL_003476-RA",123,34,55,52,227,63
"HPOL_006955-RA",578.631796397076,307.640996387342,123,296,1004.61820539883,348.634347006704
"HPOL_006932-RA",96,28,75,14,148,144
"HPOL_006969-RA",145,50,42,55,154,114
"HPOL_006935-RA",864,454,182,402,1305,375
"HPOL_006945-RA",472,185,155,157,633,310
"HPOL_006934-RA",442,157,187,205,725,374
"HPOL_006936-RA",571,298,429,505,1241,607
"HPOL_000235-RA",351,185,110,127,532,262
"HPOL_003477-RA",148,65,76,38,171,123
"HPOL_003478-RA",301,126,149,141,434,152
"HPOL_003479-RA",650.585152076052,235.310293373556,300.20136909129,220.162270000458,786.432888202631,227.072289638895
"HPOL_006937-RA",235,137,113,82,295,156
"HPOL_006938-RA",266.874193475218,153,123,179,555.473589324064,209.264733222886
"HPOL_006940-RA",32,11,16,33,59,78
"HPOL_006939-RA",189,113,137,165,373,156
"HPOL_006996-RA",493,207,311,192,612,392
"HPOL_003490-RA",1420,687,617,585,2205,1218
"HPOL_003491-RA",380,181,235,187,731,962
"HPOL_000236-RA",1969,955,2081,1216,3040,718
"HPOL_003492-RA",126,89,50,58,198,69
"HPOL_006941-RA",1105,494,568,288,1146,515
"HPOL_006944-RA",157,31,17,21,73,15
"HPOL_006942-RA",26,4,9,0,33,4
"HPOL_006943-RA",387,162,131,156,492,169
"HPOL_003493-RA",164,68,81,113,367,191
"HPOL_003494-RA",4138,1839,595,1631,5478,2048
"HPOL_003495-RA",4951,2559,1838,2310,8041,2452
"HPOL_003496-RA",2461,1159,793,1055,3733,1184
"HPOL_007011-RA",18,6,3,0,32,7
"HPOL_000237-RA",149,64,275,68,190,295
"HPOL_006947-RA",509,228,148,632,1701,135
"HPOL_006949-RA",70,8,11,24,35,9
"HPOL_006948-RA",526,289,312,250,753,969
"HPOL_006951-RA",65,20,13,64,42,3
"HPOL_003500-RA",755,317,520,482,1227,694
"HPOL_003501-RA",238,56,26,48,90,40
"HPOL_003502-RA",141,73,119,89,171,169
"HPOL_003503-RA",4385,2261,1563,2404,6226,4027
"HPOL_003504-RA",183,96,91,50,305,171
"HPOL_006950-RA",328,153,182,153,545,237
"HPOL_000238-RA",317,149,108,137,333,151
"HPOL_000584-RA",37,9,12,24,51,16
"HPOL_007021-RA",457,225,179,381,1158,714
"HPOL_006953-RA",377,224,264,184,716,481
"HPOL_003505-RA",607,164,80,103,318,51
"HPOL_003506-RA",426,224,307,206,614,474
"HPOL_003507-RA",565,292,311,333,904,494
"HPOL_006959-RA",182,101,66,171,364,128
"HPOL_006958-RA",456,214,268,197,799,516
"HPOL_006957-RA",77,37,62,23,185,149
"HPOL_006963-RA",27,10,39,4,42,30
"HPOL_006962-RA",755.177578295026,351.214782654722,169.846113663867,434.772659889378,1759.15444912603,586.928407648178
"HPOL_000239-RA",76.1791867218135,35.3882270004457,42.834835444825,40.9262158977611,87.7764495343329,81.7770020849734
"HPOL_006961-RA",960,461,406,447,1599,641
"HPOL_006964-RA",123,24,19,38,88,7
"HPOL_003548-RA",813,398,257,340,1217,279
"HPOL_003549-RA",312,175,159,246,599,97
"HPOL_003550-RA",2235,1091,865,1395,3656,1092
"HPOL_006967-RA",18,6,5,9,16,50
"HPOL_006965-RA",120,35,60,67,197,138
"HPOL_006970-RA",21,12,12,5,71,24
"HPOL_007006-RA",20,10,5,5,27,0
"HPOL_006972-RA",467,175,283,98,302,248
"HPOL_000240-RA",1141,562,653,501,1541,883
"HPOL_006973-RA",1518,581,916,420,1533,902
"HPOL_006971-RA",126,55,71,52,279,119
"HPOL_003508-RA",291,90.3418296711614,110,141.749281474343,419.394198225562,195
"HPOL_003509-RA",1270,605,496,593,1812,840
"HPOL_003510-RA",32,3,8,7,26,8
"HPOL_006974-RA",790,429,350,310,1229,575
"HPOL_006968-RA",239,60,86,51,232,38
"HPOL_007003-RA",280,133,167,106,347,306
"HPOL_007014-RA",9616,4517,4068,3893,9515,3055
"HPOL_006976-RA",333,120,217,148,528,300
"HPOL_000241-RA",1244,635,583,436,1875,826
"HPOL_007037-RA",924,426,544,431,1723,1150
"HPOL_006975-RA",47,22,11,27,43,7
"HPOL_006978-RA",74,17,28,18,121,46
"HPOL_001750-RA",348,184,171,246,720,411
"HPOL_001751-RA",163,62,129,81,209,89
"HPOL_001752-RA",5318,2589,2356,3293,11537,4578
"HPOL_001753-RA",154,61,88,95,235,513
"HPOL_003562-RA",1268,717,607,753,2066,490
"HPOL_003563-RA",585,268,290,352,985,213
"HPOL_006987-RA",198,97,194,267,596,572
"HPOL_005304-RA",245,136,114,199,665,321
"HPOL_006980-RA",292,149,143,53,429,186
"HPOL_006979-RA",414,213,156,238,770,155
"HPOL_006981-RA",210,105,128,112,375,253
"HPOL_003536-RA",3700,1871,1654,1677,6093,2255
"HPOL_003537-RA",5230,2525,2587,2209,7223,3933
"HPOL_003538-RA",1365,618,566,514,1398,4402
"HPOL_006982-RA",1682,1134,1011,4041,2409,362
"HPOL_006983-RA",331,186,135,111,656,196
"HPOL_003516-RA",280,184,109,239,1012,259
"HPOL_003517-RA",450,240,315,292,882,413
"HPOL_005305-RA",1225,602,478,720,2361,1792
"HPOL_003518-RA",54,8,7,11,41,19
"HPOL_003519-RA",37,6,8,1,34,0
"HPOL_006985-RA",204.516420186339,81.5037166077377,44,258,853.032137270854,28
"HPOL_007044-RA",141,88,119,74,280,317
"HPOL_006986-RA",942,357,338,382,1169,568
"HPOL_003586-RA",1819,839,877,992,3352,2147
"HPOL_003587-RA",39,12,15,25,24,0
"HPOL_003588-RA",63,25,7,6,22,18
"HPOL_003589-RA",21,3,6,0,20,5
"HPOL_003590-RA",9,2,3,0,33,9
"HPOL_005306-RA",425,173,176,158,522,839
"HPOL_006992-RA",27,3,8,8,18,6
"HPOL_006990-RA",486,205,200,247,786,668
"HPOL_006989-RA",343,194,192,121,676,360
"HPOL_006991-RA",66,30,20,42,184,63
"HPOL_003520-RA",1431.10509965526,709.034749251914,688.2320072925,562.517578993511,2141.55207947158,1046.76317202483
"HPOL_003521-RA",145,77,89,73,282,194
"HPOL_003522-RA",233,99,119,24,304,68
"HPOL_006993-RA",274.762624889048,109.723968170786,100.705092892493,101.119740601127,216.635197610665,89.5075970309098
"HPOL_006994-RA",857,383,532,567,2238,1703
"HPOL_006995-RA",804,416,290,418,1147,515
"HPOL_003995-RA",839.541812961249,389.705055196711,509.006771943545,412,1412.67095487407,671.840552378649
"HPOL_006998-RA",95,48,16,49,83,19
"HPOL_006999-RA",97,42,32,67,227,72
"HPOL_001181-RA",604,303,308,257,1104,754
"HPOL_001182-RA",103,39,179,64,143,183
"HPOL_001183-RA",0,0,0,0,0,0
"HPOL_001184-RA",250,70,55,79,185,52
"HPOL_001185-RA",1301,689,804,1122,3249,1879
"HPOL_007002-RA",1131,505.477705520375,399,552,1740,637
"HPOL_007000-RA",825,340,613,275,948,815
"HPOL_007001-RA",57,29,36,18,91,46
"HPOL_003996-RA",344,141,298,243,817,382
"HPOL_007004-RA",253,107,203,154,517,289
"HPOL_003523-RA",9,1,10,3,16,4
"HPOL_003524-RA",860,381,433,305,1128,692
"HPOL_003525-RA",620,172,80,109,336,84
"HPOL_007005-RA",15,3,28,31,18,51
"HPOL_007007-RA",647,312,211,328,837,715.217415002896
"HPOL_007008-RA",1151,479,1004,555,2262,1885
"HPOL_007009-RA",167,56,83,65,347,212
"HPOL_003544-RA",816,406,372,460,1327,347
"HPOL_003545-RA",53.848777100517,17.6232709608309,17.9283310733665,40,81.5649593781738,6
"HPOL_002971-RA",1101,572,566,699,1932,714
"HPOL_003546-RA",34.151222899483,10.3767290391691,18.0716689266335,35,63.4350406218262,6
"HPOL_007010-RA",49,12,9,3,28,6
"HPOL_007012-RA",320,166,130,169,638,343
"HPOL_007013-RA",87,35,47,3,61,48
"HPOL_003553-RA",40,34,25,37,78,56
"HPOL_003554-RA",556.62024897614,263.883616119686,331.000299065829,230.397914241041,1098.75373276716,507.966661129002
"HPOL_007017-RA",52,28,21,38,127,19
"HPOL_007016-RA",272,96,170,90,414,216
