"","Sporangia.r1","Sporangia.r2","Sporangia.r3","Zoospore.r1","Zoospore.r2","Zoospore.r3"
"HPOL_004793-RA",4442,2394,855,2496,6943,1179
"HPOL_004748-RA",315,169,219,203,537,903
"HPOL_004749-RA",671,277,371,293,952,563
"HPOL_004750-RA",471,190,125,176,505,624
"HPOL_005353-RA",609,294,358,314,963,749
"HPOL_004751-RA",581,264,312,289,902,552
"HPOL_000907-RA",430,251,177,239,822,162
"HPOL_000908-RA",384,126,108,133,457,55
"HPOL_000909-RA",525,270,251,200,949,369
"HPOL_000910-RA",591,264,330,400,1433,1542
"HPOL_000911-RA",1260,670,554,649,2035,1054
"HPOL_000912-RA",306,146,115,125,355,383
"HPOL_000913-RA",224,81,163,63,285,504
"HPOL_001832-RA",222.742554003059,96.5339520085876,90.0801499537317,122.500847622541,379.135775232565,115.690165093171
"HPOL_001833-RA",231.240730842764,98.1391713400497,106.259136369705,88.5640779301912,388.112910804003,289.432058913327
"HPOL_004164-RA",454,194,171,267,833,352
"HPOL_001834-RA",1500,744,618,742,2455,995
"HPOL_001835-RA",112,57.5,39.5,36,149.5,41
"HPOL_001836-RA",469,282,290,289,857,738
"HPOL_001837-RA",1357,576,747,430,1395,1292
"HPOL_004774-RA",262,120,126,168,462,258
"HPOL_004775-RA",151,64,89,53,259,244
"HPOL_004776-RA",1816,649,677,984,2530,1763
"HPOL_004777-RA",2376,1132,796,856,2918,1129
"HPOL_004778-RA",132,83,37,109,248,78
"HPOL_004779-RA",597,245,335,117,617,489
"HPOL_004165-RA",219,57,79,103,218,59
"HPOL_002709-RA",354,131,160,89,368,299
"HPOL_004780-RA",404,194,180,171,494,266
"HPOL_004781-RA",6,1,0,0,7,4
"HPOL_000164-RA",138,74,58,126,264,56
"HPOL_000165-RA",462,207,232,259,690,203
"HPOL_000166-RA",557,308,293,253,856,645
"HPOL_000167-RA",82,25,19,11,42,19
"HPOL_000168-RA",8835,4356,4417,3742,10990,7494
"HPOL_000169-RA",1519,728,824,608,2091,1485
"HPOL_000170-RA",103,36,60,87,152,71
"HPOL_000171-RA",95,58,84,53,182,119
"HPOL_004166-RA",137,35,43,58,138,44
"HPOL_000172-RA",299,147,63,86,305,196
"HPOL_000173-RA",198,92,118,69,273,206
"HPOL_004782-RA",197,66,98,118,357,218
"HPOL_004783-RA",1738,618,318,542,1442,230
"HPOL_002131-RA",1061,471,539,573,1831,2074
"HPOL_002132-RA",5284,2516,1985,2157,7294,2740
"HPOL_002133-RA",147,70,67,36,340,108
"HPOL_002134-RA",71,43,48,53,187,75
"HPOL_004788-RA",478,194,210,215,788,416
"HPOL_004789-RA",4404,1736,726,1337,3380,5331
"HPOL_003763-RA",659,309,183,249,1016,407
"HPOL_004790-RA",402,177,172,215,475,1602
"HPOL_001249-RA",949,242,170,217,538,165
"HPOL_001250-RA",382,173,155,180,585,307
"HPOL_001251-RA",444,192,233,215,857,397
"HPOL_001252-RA",3713,1659,1065,1978,6105,7039
"HPOL_000151-RA",591,227,223,236,910,1665
"HPOL_000152-RA",184,97,100,66,318,88
"HPOL_000153-RA",161,44,93,51,226,149
"HPOL_000154-RA",96,39,30,79,258,86
"HPOL_000155-RA",945,449,481,274,1319,734
"HPOL_003764-RA",1411,629,457,551,2004,710
"HPOL_000156-RA",696,288,311,279,857,287
"HPOL_000157-RA",88,46,36,19,156,53
"HPOL_000158-RA",1170,500,740,479,1916,1436
"HPOL_000159-RA",1062,642,490,415,870,2211
"HPOL_000160-RA",64,45,38,53,103,64
"HPOL_000161-RA",668,397,248,277,581,1666
"HPOL_000162-RA",143,60,44,57,145,108
"HPOL_000163-RA",629,270,242,155,821,645
"HPOL_000665-RA",233,148,116,178,436,270
"HPOL_000666-RA",80,38,14,60,245,30
"HPOL_005354-RA",1046,457,553,337,1510,1052
"HPOL_000667-RA",2288.56742802688,1109.11544549226,1303.9722007518,1263.8782574315,4379.76787670293,2340.2900101411
"HPOL_004784-RA",7,18,7,10,53,33
"HPOL_004785-RA",2648,1383,960,1160,3472,3633
"HPOL_004786-RA",71,31,23,43,98,45
"HPOL_004787-RA",401,167,238,154,701,412
"HPOL_004800-RA",248.5,135,73,199,412.5,260
"HPOL_004801-RA",1822,873,892,999,2297,512
"HPOL_004802-RA",1431,692,664,576,2041,1112
"HPOL_001460-RA",196,95,87,75,318,201
"HPOL_001461-RA",57,12,13,34,57,45
"HPOL_005355-RA",428,187,224,184,588,411
"HPOL_001462-RA",5512,2284,1789,1968,7427,4274
"HPOL_001463-RA",997,470,460,620,1417,575
"HPOL_001464-RA",93,39,81,34,158,136
"HPOL_004809-RA",671,237,232,198,666,405
"HPOL_004810-RA",271,112,116,169,536,249
"HPOL_000886-RA",5465,2653,2192,2202,7879,3762
"HPOL_000887-RA",1134,506,371,466,1405,726
"HPOL_000888-RA",878,362,194,273,1145,192
"HPOL_000889-RA",1644,751,1958,698,2263,2015
"HPOL_000890-RA",688,291,450,303,1382,855
"HPOL_005356-RA",5494,2855,1699,3024,8907,2227
"HPOL_000891-RA",2010,953,544,863,2762,1623
"HPOL_000892-RA",85,51,50,24,126,55
"HPOL_002349-RA",257,114,71,129,417,92
"HPOL_002350-RA",121,37,45,63,254,103
"HPOL_002351-RA",101,44,40,66,169,62
"HPOL_002352-RA",214,85,89,83,306,98
"HPOL_002353-RA",0,0,2,0,0,0
"HPOL_002354-RA",581,275,348,364,1177,944
"HPOL_002355-RA",127,46,53,59,180,184
"HPOL_002356-RA",1486,781,543,639,2291,1089
"HPOL_002550-RA",249,136,120,164,514,177
"HPOL_002161-RA",265,137,71,202,373,551
"HPOL_002162-RA",785,401,386,437,1185,297
"HPOL_002163-RA",300,187,196,184,728,571
"HPOL_002164-RA",722,377,406,553,1755,781
"HPOL_004831-RA",496,235,147,331,898,194
"HPOL_004832-RA",3244,1762,1743,1479,6000,2458
"HPOL_004833-RA",364,154,208,132,557,424
"HPOL_004834-RA",497,186,368,216,841,645
"HPOL_004811-RA",702,319,324,341,1234,749
"HPOL_004812-RA",140,73,71,98,321,950
"HPOL_002551-RA",767,319,304,427,1043,402
"HPOL_004813-RA",106,41,60,28,150,42
"HPOL_004814-RA",13,2,14,34,20,0
"HPOL_004815-RA",22,7,8,19,16,3
"HPOL_004822-RA",163,65,299,32,221,175
"HPOL_004823-RA",2816,1369,1456,1617,4836,4638
"HPOL_004819-RA",149,83,82,60,271,142
"HPOL_004820-RA",202,89,75,82,247,166
"HPOL_004821-RA",272,136,124,138,353,240
"HPOL_000261-RA",2598,1233,1108,1171,4460,1856
"HPOL_000262-RA",126,65,74,27,212,131
"HPOL_002552-RA",2938,1280,1247,1767,5134,3272
"HPOL_000263-RA",188,74,129,19,219,171
"HPOL_000264-RA",1236,585,509,345,1172,769
"HPOL_000265-RA",197,75,80,70,326,58
"HPOL_000266-RA",307,200,109,120,572,73
"HPOL_000267-RA",158,108,50,23,231,128
"HPOL_000268-RA",205,101,126,92,474,236
"HPOL_000269-RA",100,17,20,40,96,10
"HPOL_000270-RA",416,190,224,136,662,569
"HPOL_002864-RA",531,240,266,239,856,437
"HPOL_002865-RA",234,128,151,184,500,217
"HPOL_002553-RA",1303,661,670,566,2112,1031
"HPOL_005201-RA",3998,1817,1642,2028,7466,3169
"HPOL_002866-RA",586.175947548172,290.270460390559,247.095051185418,203.720427457176,1044.47283333913,186.136004245653
"HPOL_004824-RA",254,123,119,143,634,351
"HPOL_004825-RA",62,24,50,32,200,109
"HPOL_004826-RA",1131,524,656,419,1808,1057
"HPOL_004860-RA",73,26,21,9,66,3
"HPOL_004861-RA",335,103,38,56,181,48
"HPOL_004862-RA",300,112,164,117,361,274
"HPOL_004863-RA",473,203,295,199,697,387
"HPOL_002750-RA",48,13,21,3,23,13
"HPOL_002751-RA",181,77,54,134,290,113
"HPOL_002554-RA",2375,1159,830,991,3398,1190
"HPOL_002752-RA",668,265,312,255,905,417
"HPOL_002753-RA",102,36,38,31,188,146
"HPOL_002754-RA",303,90,69,120,310,40
"HPOL_002755-RA",252,94,50,238,568,47
"HPOL_002756-RA",154,51,49,60,154,72
"HPOL_002208-RA",1943,879,759,878,2819,977
"HPOL_002209-RA",1585,802,573,1223,4203,2833
"HPOL_002210-RA",1111,478,654,423,1495,1162
"HPOL_002211-RA",6314,2953,2612,3039,12325,4068
"HPOL_000611-RA",271,138,117,136,332,184
"HPOL_002555-RA",828,363,231,287,1110,476
"HPOL_000612-RA",1600,740,667,625,2310,917
"HPOL_000613-RA",1246,590,663,603,1860,477
"HPOL_000614-RA",637.509324278453,362.073063624267,6465.25591647822,206.028999127217,641.807489002642,38
"HPOL_000615-RA",226,118,216,136,326,422
"HPOL_000616-RA",126.490675721547,96.926936375733,1110.74408352178,9.97100087278296,163.192510997358,2
"HPOL_004840-RA",86,38,29,45,90,18
"HPOL_004841-RA",763,388,202,391,1015,322
"HPOL_004842-RA",1075,491,805,445,1293,535
"HPOL_004867-RA",1349.40885224325,729.439426574541,501.70956615657,581.676037536453,1864.23762659694,647.015007028078
"HPOL_004868-RA",7910,3443,2836,4111,12849,3941
"HPOL_002556-RA",1521,808,775,581,2403,1076
"HPOL_000351-RA",1005,422,620,542,2159,1227
"HPOL_000352-RA",1350,679,497,621,2243,674
"HPOL_000353-RA",191,61,19,63,116,23
"HPOL_000354-RA",229,65,25,102,145,36
"HPOL_000355-RA",1027,549,348,479,1717,442
"HPOL_000356-RA",158,28,20,23,69,19
"HPOL_000357-RA",529,313,267,286,820,516
"HPOL_000358-RA",248,99,180,91,364,232
"HPOL_000359-RA",74,39,31,29,295,88
"HPOL_000360-RA",902,420,463,429,1754,620
"HPOL_002557-RA",182,95,73,88,319,128
"HPOL_000361-RA",2813,1221,1099,1502,4604,2078
"HPOL_000362-RA",251,114,127,92,470,318
"HPOL_002170-RA",124,26,20,14,75,8
"HPOL_002171-RA",650,231,164,227,689,254
"HPOL_002172-RA",36,17,13,17,19,0
"HPOL_002173-RA",1709,840,905,755,2705,1298
"HPOL_002224-RA",3455,1673,1509,2352,5884,1083
"HPOL_002225-RA",629,360,361,255,954,641
"HPOL_002226-RA",27,18,16,20,46,9
"HPOL_002227-RA",821,330,287,521,1282,858
"HPOL_002558-RA",320,121,104,79,379,169
"HPOL_002228-RA",470,199,286,131,530,413
"HPOL_002229-RA",8292,3692,2830,5591,17371,4648
"HPOL_000706-RA",270,108,246,113,553,397
"HPOL_000707-RA",81,48,46,38,217,115
"HPOL_000708-RA",1342,693,534,546,2045,1221
"HPOL_000709-RA",281,89,152,188,491,259
"HPOL_000710-RA",924,426,485,361,1601,800
"HPOL_000711-RA",127,52,113,93,237,197
"HPOL_000712-RA",880,414,1149,519,2533,4025
"HPOL_000713-RA",651,436,81,1406,4543,1726
"HPOL_004168-RA",912.338682678555,460,484.315118167369,353,1461,1061
"HPOL_000714-RA",6262.73365496168,3052.0454036445,2570.84500385433,4006.11088444187,9645.03578307666,12491.5874967731
"HPOL_000715-RA",1373,1236,739,3155,1938,25
"HPOL_000716-RA",273,172,76,117,601,352
"HPOL_001607-RA",153,85,59,16,230,144
"HPOL_001608-RA",2629,1207,647,1509,4675,2871
"HPOL_001609-RA",825,391,492,746,2042,926
"HPOL_001610-RA",227.645193321973,114.072862156575,104.139059027199,75.7497485940488,358.758262183361,115.949528025856
"HPOL_001611-RA",1854,891,596,605,2370,993
"HPOL_001612-RA",192,113,76,69,261,206
"HPOL_001613-RA",1866,856,4968,351,1547,179
"HPOL_004169-RA",279,129,117,136,407,227
"HPOL_001614-RA",5678,2134,2003,2225,5315,5332
"HPOL_004837-RA",1513,691,860,636,2303,1425
"HPOL_004838-RA",2695,1317,964,1426,5268,2151
"HPOL_004839-RA",488,236,206,190,619,779
"HPOL_000504-RA",188,96,49,117,326,181
"HPOL_000505-RA",764,408,222,257,1017,226
"HPOL_000506-RA",1272,685,510,486,2026,707
"HPOL_000507-RA",258.055690218551,132.510588300095,131,92.1605747485705,492.195933229996,253
"HPOL_000508-RA",584,186,109,146,455,81
"HPOL_000509-RA",266.944309781449,151.489411699905,140,139.839425251429,383.804066770004,268
"HPOL_004170-RA",514,252,197,201,951,317
"HPOL_000510-RA",129,76,61,75,285,81
"HPOL_002187-RA",111,39,24,1,75,16
"HPOL_002188-RA",233,58,56,80,162,93
"HPOL_002189-RA",2922,1437,1636,1832,5728,4473
"HPOL_002190-RA",747,410,220,557,1872,653
"HPOL_002651-RA",354,120,79,116,402,26
"HPOL_002652-RA",366,174,226,483,1345,622
"HPOL_002653-RA",978,421,415,330,1220,552
"HPOL_002654-RA",1249,540,626,638,2135,656
"HPOL_002655-RA",187,85,65,54,411,131
"HPOL_005357-RA",369,182,167,233,725,317
"HPOL_002606-RA",160,93,87,71,243,64
"HPOL_002607-RA",555,159,107,192,408,96
"HPOL_002608-RA",399,161,201,162,632,263
"HPOL_002609-RA",1526,648,1023,791,2591,1343
"HPOL_002610-RA",146,35,23,29,94,19
"HPOL_002193-RA",374,137,184,214,503,257
"HPOL_002194-RA",735,345,401,357,1218,437
"HPOL_002195-RA",456,183,205,248,1010,596
"HPOL_004846-RA",143,61,81,59,246,184
"HPOL_004847-RA",219,116,142,162,473.052214124881,424
"HPOL_005358-RA",62,5,14,7,67,17
"HPOL_005202-RA",2707,1217,1167,1362,3927,1211
"HPOL_004848-RA",798,329,181,293,1011,1327
"HPOL_004849-RA",832,332,386,410,1091,527
"HPOL_004850-RA",1351,664,852,858,2687,1791
"HPOL_004852-RA",606,297,255,281,964,482
"HPOL_004853-RA",337,139,119,239,691,476
"HPOL_002177-RA",79,36,24,18,71,10
"HPOL_002178-RA",9,6,0,0,3,0
"HPOL_002179-RA",50,26,30,15,81,14
"HPOL_002180-RA",2143,1253,1231,1141,2994,1427
"HPOL_004856-RA",459,253,275,216,827,428
"HPOL_003678-RA",119.240941150469,58.0946392688284,46.85983302532,58.2234912554757,223.827963148588,56.2172155665405
"HPOL_004857-RA",832,423,534,357,1305,410
"HPOL_004858-RA",351,78,103,189,341,110
"HPOL_004859-RA",450,205,178,194,772,267
"HPOL_002182-RA",1625,776,1627,1227,3503,12305
"HPOL_002183-RA",8049,2890,6157,404,1563,557
"HPOL_002184-RA",353,186,185,171,485,588
"HPOL_002185-RA",116,49,66,46,167,183
"HPOL_002186-RA",162,67,95,115,298,1333
"HPOL_002218-RA",445,209,183,153,641,422
"HPOL_002219-RA",4383,2187,851,1679,5906,1383
"HPOL_003679-RA",3020,1113,997,984,3450,2750
"HPOL_002220-RA",3383,1790,1583,1586,5400,2619
"HPOL_002221-RA",41,13,25,19,38,4
"HPOL_002222-RA",17,9,12,6,9,20
"HPOL_002223-RA",11,5,6,10,10,2
"HPOL_004864-RA",100.364023742653,26,36,37,138,56
"HPOL_004865-RA",106,62,81,111,329,124
"HPOL_004866-RA",599,316,175,392,1222,529
"HPOL_004098-RA",222.820813278186,141.611772999554,119.165164555175,63.0737841022389,364.223550465667,106.222997915027
"HPOL_004099-RA",882,448,418,375,1318,609
"HPOL_004100-RA",30,7,3,0,11,0
"HPOL_003680-RA",133.759058849531,72.9053607311716,84.14016697468,64.7765087445243,235.172036851412,64.7827844334595
"HPOL_004101-RA",58,17,25,36,83,63
"HPOL_004869-RA",150,63,45,101,223,150
"HPOL_004870-RA",888,426,253,276,1081,345
"HPOL_004871-RA",367,128,39,82,256,891
"HPOL_000607-RA",253,137,147,161,449,165
"HPOL_000608-RA",916.094872217046,453.877718513355,598.585225423307,491.988954739961,1611.52825818409,693.401239706237
"HPOL_000609-RA",477,192,175,277,659,558
"HPOL_000610-RA",731,308,428,342,1211,1016
"HPOL_001018-RA",2487,1123,1229,780,3247,2419
"HPOL_001019-RA",61,44,68,48,120,21
"HPOL_005359-RA",1018,451,723,573,1618,1216
"HPOL_001020-RA",374,201,368,299,752,292
"HPOL_004872-RA",3529,1638,1628,1369,5094,2558
"HPOL_004873-RA",504,262,122,251,981,436
"HPOL_004874-RA",313,143,109,167,583,105
"HPOL_004875-RA",1455,461,490,584,1516,414
"HPOL_004876-RA",195,74,77,77,302,122
"HPOL_004884-RA",826,376,462,343,1473,955
"HPOL_004885-RA",120,52,161,101,270,118
"HPOL_004851-RA",148,59,99,83,228,45
"HPOL_004902-RA",382,230,252,192,540,151
"HPOL_005360-RA",676,374,996,302,1757,4726
"HPOL_004903-RA",31,11,5,14,55,29
"HPOL_004904-RA",801,275,399,331,1099,419
"HPOL_002212-RA",2306,1254,968,788,3178,1994
"HPOL_002213-RA",223,85,101,93,226,121
"HPOL_002214-RA",53,7,48,73,162,190
"HPOL_002215-RA",94,33,47,92,322,213
"HPOL_002216-RA",113,36,74,55,123,126
"HPOL_002217-RA",234,136,171,294,828,234
"HPOL_004892-RA",1468,808,772,567,2590,1319
"HPOL_004889-RA",102,56,65,49,235,146
"HPOL_005361-RA",422,223,283,235,748,460
"HPOL_004890-RA",382,166,186,211,740,219
"HPOL_004891-RA",236,80,102,94,350,165
"HPOL_001334-RA",37,10,3,3,14,7
"HPOL_001335-RA",109,67,122,40,268,344
"HPOL_001336-RA",399,198,141,341,1251,409
"HPOL_001337-RA",863,351,482,518,1324,550
"HPOL_001338-RA",1984,885,783,1258,3384,1361
"HPOL_001339-RA",894,479,370,637,1587,601
"HPOL_001340-RA",479,122,55,181,278,32
"HPOL_004886-RA",2254,1200,1156,738,3062,2498
"HPOL_004258-RA",692,350,301,273,890,511
"HPOL_004887-RA",115,47,65,109,153,76
"HPOL_004888-RA",80,32,45,24,88,37
"HPOL_004914-RA",384,102,85,88,326,152
"HPOL_004893-RA",418,191,204,138,575,325
"HPOL_004894-RA",268,109,143,126,432,335
"HPOL_004895-RA",314.20707580269,143.380520445766,129.389088380731,151.990495519878,528.976485733246,262.95756044816
"HPOL_004896-RA",211,90,131,75,255,128
"HPOL_004897-RA",9074,4391,3102,3522,11552,5069
"HPOL_004898-RA",1015,515,403,402,1558,836
"HPOL_004899-RA",1325,589,656,650,1986,898
"HPOL_004259-RA",193,37,41,39,127,35
"HPOL_004900-RA",201,56,55,50,178,33
"HPOL_004901-RA",726,363,338,344,1066,661
"HPOL_003447-RA",204.668539701936,148.84625100843,128,151,450.413595060421,128
"HPOL_003448-RA",186,65,74,185,598,317
"HPOL_002239-RA",80,27,51,38,150,183
"HPOL_002240-RA",1614,588,302,429,1152,1359
"HPOL_002241-RA",275,83,115,180,521,321
"HPOL_002242-RA",177,82,63,71,226,74
"HPOL_002243-RA",811,418,388,662,2697,942
"HPOL_002244-RA",1606,793,671,601,2339,1474
"HPOL_004260-RA",68.9933672799968,63.0682688953372,25.1743584003464,28.0480900844198,303.694207234771,82.4273569481919
"HPOL_004907-RA",1933,845,698,1156,3404,1144
"HPOL_004908-RA",1911,851,618,1207,2440,1327
"HPOL_004909-RA",1048,516,609,587,1981,1163
"HPOL_004910-RA",112,47,57,118,346,183
"HPOL_002197-RA",3392,1350,737,1962,6426,1174
"HPOL_002198-RA",61,21,14,12,45,7
"HPOL_002199-RA",853,420,234,211,1193,205
"HPOL_004927-RA",1587,773,628,602,2399,1205
"HPOL_004928-RA",31,42,48,31,100,239
"HPOL_004924-RA",1165,629,547,945,2989,1104
"HPOL_005368-RA",480,245,227,195,817,355
"HPOL_005203-RA",3793,2091,1636,2554,6835,2375
"HPOL_004925-RA",36,12,17,21,76,17
"HPOL_004926-RA",70,36,30,40,134,29
"HPOL_000314-RA",96,68,70,45,219,77
"HPOL_000315-RA",606,293,343,170,799,494
"HPOL_000316-RA",63,23,16,23,68,12
"HPOL_000317-RA",673,262,174,353,936,841
"HPOL_000318-RA",59,19,42,10,79,46
"HPOL_000319-RA",123,41,474,45,270,318
"HPOL_000320-RA",307,150,110,164,407,316
"HPOL_000321-RA",764,415,365,350,1414,520
"HPOL_005369-RA",16,6,14,12,34,27
"HPOL_004915-RA",127,54,45,36,190,58
"HPOL_004942-RA",1415,631,674,1188,4007,1322
"HPOL_004943-RA",395.60079946504,140,157.558459438788,97,578.110996325773,211.122851019648
"HPOL_004905-RA",6,0,16,0,2,3
"HPOL_004906-RA",7058,2088,1775,2083,5560,1075
"HPOL_002520-RA",1096,585,450,444,1957,771
"HPOL_002521-RA",103,31,29,20,92,53
"HPOL_002522-RA",1143,534,655,505,1899,1584
"HPOL_002523-RA",2241,985,850,907,3656,1590
"HPOL_002618-RA",169,74,63,135,341,423
"HPOL_005362-RA",470,130,100,99,354,85
"HPOL_002619-RA",679,316,461,226,966,600
"HPOL_002620-RA",126,51,25,27,138,68
"HPOL_002621-RA",56,19,30,64,131,45
"HPOL_002622-RA",720,312,252,251,1049,1230
"HPOL_002623-RA",144,75,39,72,262,84
"HPOL_002235-RA",0,0,0.00140636095848424,0,0,7.27740077122417e-06
"HPOL_002236-RA",1321,549,495,494,1770,709
"HPOL_002237-RA",1009,507,588,571,1701,861
"HPOL_002238-RA",336,156,182,133,499,311
"HPOL_004918-RA",1290,677,482,614,1876,800
"HPOL_005379-RA",122,59,73,97,214,123
"HPOL_004919-RA",457,210,185,143,867,412
"HPOL_002203-RA",424,225,249,251,625,135
"HPOL_002204-RA",123,59,85,79,174,80
"HPOL_002205-RA",1795,771,332,488,1666,3528
"HPOL_002206-RA",4406,1962,1964,1738,5515,2911
"HPOL_002207-RA",77,20,48,34,105,45
"HPOL_004920-RA",2718,1373,1314,1266,3888,2116
"HPOL_004921-RA",635,248,319,297,992,598
"HPOL_004922-RA",3097,1538,1777,1793,7463,4442
"HPOL_004923-RA",2155,1007,877,927,2952,1025
"HPOL_005380-RA",2031,1054,958,815,2778,2173
"HPOL_004944-RA",327.422784991575,138.103953332314,244,181,531.145230350816,233.336811884181
"HPOL_004945-RA",944,367,348,567,1332,626
"HPOL_004946-RA",887.41705840366,447.354932184851,460.807983061291,454.231293976718,1571.09798583682,774.732368462527
"HPOL_004929-RA",482,137,155,114,399,145
"HPOL_004930-RA",256,130,135,204,512,277
"HPOL_002263-RA",92,37,55,16,115,64
"HPOL_002264-RA",621,295,371,284,1170,717
"HPOL_002265-RA",4904,2276,2382,2035,7415,7381
"HPOL_004931-RA",96,26,20,73,162,48
"HPOL_004932-RA",3927,2033.62281327828,1145,2283,9190.95627984771,3841
"HPOL_005381-RA",201,106,114,101,439,271
"HPOL_004933-RA",3098,1479,1009,1818,5719,1457
"HPOL_004934-RA",172,43,25,68,173,31
"HPOL_004935-RA",2997,1428,1321,1550,4243,2172
"HPOL_004936-RA",857,205,150,190,483,140
"HPOL_002255-RA",660,365,349,414,1111,287
"HPOL_002256-RA",1204,596,396,499,1900,881
"HPOL_001076-RA",2083,989,1193,651,2970,1646
"HPOL_001077-RA",489,239,315,237,953,621
"HPOL_001078-RA",1581,735,856,471,1678,1342
"HPOL_001079-RA",408,167,257,111,542,463
"HPOL_005376-RA",459,212,273,225,543,325
"HPOL_001080-RA",9921,4166,3684,5982,23868,4481
"HPOL_001081-RA",866,391,266,379,822,473
"HPOL_001082-RA",4328,2168,2018,1776,4125,3190
"HPOL_001083-RA",1279,668,539,555,2056,1137
"HPOL_002247-RA",144,76,88,120,309,177
"HPOL_002248-RA",65,15,26,26,61,27
"HPOL_002249-RA",1561,683,611,543,2043,608
"HPOL_002250-RA",24,4,23,13,18,14
"HPOL_002251-RA",95,47,68,53,165,147
"HPOL_002252-RA",507,207,286,265,778,549
"HPOL_005377-RA",54,15,27,15,50,0
"HPOL_002253-RA",216,107,96,78,329,141
"HPOL_002254-RA",943,463,444,345,1262,653
"HPOL_001501-RA",522,280,241,254,1026,717
"HPOL_001502-RA",51,13,8,9,49,9
"HPOL_001503-RA",337,106,88,110,326,136
"HPOL_001504-RA",249,91,129,128,329,155
"HPOL_001505-RA",187,100,117,101,322,185
"HPOL_001506-RA",267,117,155,85,344,247
"HPOL_001507-RA",817,330,412,228,1209,930
"HPOL_000879-RA",9,3,6,0,0,2
"HPOL_005378-RA",257,118,113,88,374,160
"HPOL_000880-RA",2,4,9,0,3,32
"HPOL_000881-RA",1201,550,587,446,1651,1224
"HPOL_000882-RA",1673,873,334,897,2505,283
"HPOL_000883-RA",1225,587,315,574,1812,2178
"HPOL_000884-RA",541,193,285,314,657,359
"HPOL_000885-RA",1453,720,592,853,2327,6534
"HPOL_002027-RA",254.536031209954,149.811996557364,172.582604532157,89.8979821270511,383.598232194965,126.699045114377
"HPOL_002028-RA",1.71835789143007,0,5.32350766477913,0,1.49951314748478,0
"HPOL_002029-RA",677.743911794949,282.188003442636,469.417395467843,208.102017872949,1072.21993184637,479.300954885623
"HPOL_002030-RA",1524,749,1031,1346,5071,2043
"HPOL_002542-RA",253,94,127,152,264,291
"HPOL_002031-RA",2584,1383,1097,1482,5939,3420
"HPOL_002032-RA",1763,1022,956,1111,4284,2925
"HPOL_002103-RA",345.195330105373,167.950631193586,232.946596557915,198.636743137016,538.731078298286,534.319959442123
"HPOL_002104-RA",174,78,175,84,250,132
"HPOL_002105-RA",169,44,60,75,158,79
"HPOL_002106-RA",1690,786,615,548,2414,1092
"HPOL_002107-RA",1604,832,658,900,2550,821
"HPOL_002108-RA",130,61,40,52,251,89
"HPOL_002109-RA",114,49,32,108,156,84
"HPOL_004962-RA",1808,780,1013,819,2407,1569
"HPOL_002543-RA",455,192,221,206,629,473
"HPOL_001027-RA",2377,1198,732,840,3529,1359
"HPOL_004963-RA",244,47,45,95,131,25
"HPOL_004954-RA",71,32,33,32,123,126
"HPOL_004955-RA",161,90,70,107,251,48
"HPOL_004956-RA",868,479,457,476,1383,435
"HPOL_004951-RA",1215,623,574,643,2437,975
"HPOL_004952-RA",3418,1726,1773,1451,5205,2375
"HPOL_004953-RA",1366,721,706,804,2766,493
"HPOL_004957-RA",148,54,68,102,244,62
"HPOL_004958-RA",980,516,434,481,1584,201
"HPOL_001186-RA",819,402,361,489,1998,1311
"HPOL_002544-RA",4104,2106,1546,1612,6053,4527
"HPOL_001187-RA",410,115,66,118,278,40
"HPOL_001188-RA",266,85,44,60,151,35
"HPOL_001189-RA",289,136,119,185,450,91
"HPOL_001190-RA",121,67,66,75,168,91
"HPOL_002257-RA",56,32,25,40,142,50
"HPOL_002258-RA",1031.22704498999,440.400312734752,489.764353637912,463,1388.74892454077,688.66920618047
"HPOL_002259-RA",948,470,677,521,2107,987
"HPOL_002260-RA",254,148,136,106,561,222
"HPOL_004959-RA",74,46,49,48,92,30
"HPOL_004960-RA",1193,630,457,552,1473,642
"HPOL_002545-RA",456,231,147,176,728,606
"HPOL_004961-RA",173.643191974235,60,113,82,206,52
"HPOL_000766-RA",194,70,88,36,165,117
"HPOL_000767-RA",151,36,61,27,143,45
"HPOL_000768-RA",2578,1455,971,966,4061,1867
"HPOL_000769-RA",586,307,178,212,1016,300
"HPOL_000770-RA",1463,609,798,643,2330,752
"HPOL_000771-RA",858,357,439,295,1185,713
"HPOL_002062-RA",2072.45699004073,960.307106652214,1465.07494107793,1010,4235.6378426087,2375.49307988073
"HPOL_004964-RA",252,79,141,148,299,187
"HPOL_004965-RA",3425,1661,1278,1826,5294,1977
"HPOL_002546-RA",238,117,69,103,356,292
"HPOL_004966-RA",324.824052451828,159.729539609441,88.9049488145815,94.2795725428235,582.527166660868,65.8639957543471
"HPOL_004968-RA",410,198,216,183,617,458
"HPOL_004969-RA",417,176,81,158,393,44
"HPOL_004970-RA",316,149,100,80,333,59
"HPOL_000851-RA",198,89,53,95,427,166
"HPOL_000852-RA",192,108,68,104,334,69
"HPOL_000853-RA",4267,2033,1767,1702,6221,3146
"HPOL_000854-RA",139,64,84,59,226,228
"HPOL_000855-RA",57,24,34,52,127,37
"HPOL_000856-RA",70,31,34,31,124,108
"HPOL_002547-RA",664,221,321,151,666,358
"HPOL_000857-RA",14605,6794,2561,7301,25868,6899
"HPOL_000858-RA",450,189,313,224,889,534
"HPOL_000859-RA",186,73,66,113,317,136
